time,Fp1,Fp2,F3,F4,C3,C4,O1,O2
16.168,-0.5626,-8.7937,-1.8404,2.9424,-2.7259,-2.5104,5.5456,6.2572
16.172,-0.7748,-7.2817,-1.7222,1.0955,-0.4661,-1.4512,6.3788,6.2433
16.176,-1.3707,-9.0301,-0.7598,0.9586,-0.8213,-0.6995,3.0520,4.8957
16.180,-2.1702,-10.5131,-1.9546,1.4630,1.7069,0.4870,2.8364,1.2399
16.184,-0.0209,-4.4274,-1.7833,-2.0371,2.8495,-1.5909,0.4586,-0.4984
16.188,-1.3772,-4.0499,2.3230,-2.1368,2.9999,-1.9140,0.7813,-0.4964
16.192,-1.1014,-4.3805,1.6600,-3.0331,4.2267,1.6374,1.7066,-7.4640
16.196,-2.2693,-4.1537,0.6712,-5.4841,6.5567,0.6420,-0.1701,-6.3331
16.200,-0.4927,-3.4393,2.7483,-3.8821,5.9347,-3.3203,-0.6379,-6.9812
16.204,0.9978,-2.2726,5.8339,-6.5220,7.3375,-2.0288,-0.3267,-7.8516
16.208,0.1638,-4.7463,7.5937,-4.6728,7.2934,-2.5845,-2.4809,-13.1104
16.212,-0.0791,-5.6463,4.5412,-5.7449,7.3039,-0.1639,-4.6483,-15.0074
16.216,2.3936,-2.7383,6.1552,-3.6666,7.2329,-0.6881,-9.2314,-15.5943
16.220,5.2238,-0.7743,4.7873,-4.9351,8.5430,-1.4270,-11.6869,-19.8665
16.224,5.1998,-2.0178,3.8314,-8.2361,7.9103,-2.6156,-11.2958,-15.8900
16.228,6.0941,-1.1212,3.3396,-8.1020,8.3670,-5.4023,-11.6308,-13.1365
16.232,6.6671,-2.0274,3.5619,-8.5794,8.8009,-7.3871,-6.8684,-12.8266
16.236,4.4107,-3.8401,3.6235,-6.9010,9.3920,-8.2132,-3.3558,-6.2475
16.240,3.3896,-5.7477,4.3198,-6.6724,10.7639,-8.5773,-0.1926,-4.9830
16.244,3.1741,-9.9390,5.0063,-5.9623,5.6616,-6.7667,3.7669,-3.9015
16.248,1.2291,-6.4778,4.1181,-6.7218,2.5265,-8.6025,7.1754,-1.9421
16.252,5.2344,-6.1324,5.3780,-4.8257,2.5989,-5.9393,9.4055,-1.7350
16.256,0.6788,-6.9298,5.9650,-2.4027,0.2838,-4.7242,14.1151,0.1132
16.260,-0.5362,-8.9210,7.2022,-1.0085,1.3456,-4.5033,17.3063,5.3403
16.264,-4.0088,-6.8048,10.2546,0.8267,1.5379,-4.0850,16.0422,6.5833
16.268,-5.5977,-4.3566,9.5260,3.9384,-1.1319,0.9264,14.8019,7.3683
16.272,-5.9936,-3.7009,8.0558,0.2714,-0.5899,-1.3111,14.7746,6.3524
16.276,-6.9987,-2.5392,10.6190,-3.3225,-2.5452,-1.6654,15.4719,7.0147
16.280,-6.8041,-2.3066,10.3721,-5.1753,-0.5519,2.5986,12.8031,5.0928
16.284,-5.4024,-2.8587,10.1090,-6.2282,0.0194,4.1950,13.8326,3.6222
16.288,-7.9606,-2.0724,8.9657,-10.6166,2.4343,5.6579,12.4513,7.0304
16.292,-6.7279,-0.3950,10.5466,-12.1664,3.4571,5.2267,11.6033,4.7223
16.296,-7.0315,-1.7077,11.6457,-11.9227,2.8681,9.7047,6.9347,5.8358
16.300,-7.8219,-1.5106,11.8635,-10.9759,2.8489,9.4988,5.6933,3.0120
16.304,-10.9793,-2.3567,11.7964,-10.0489,2.0467,7.3823,-0.4940,1.1311
16.308,-12.0495,-5.1968,9.7468,-11.0741,-1.6295,6.5889,-5.6082,-0.1558
16.312,-9.8286,-3.5959,10.5500,-11.6641,2.5450,6.4602,-8.0238,-1.6589
16.316,-5.1161,-3.8615,10.8896,-9.7793,-0.5536,7.0551,-9.2414,-5.9206
16.320,-2.7647,1.7679,9.1870,-8.0679,1.5918,7.0043,-10.4959,-6.4635
16.324,-1.0611,4.4422,6.6120,-7.4301,0.7203,7.6689,-13.2279,-10.2833
16.328,-0.7741,4.1702,4.2121,-6.5564,1.0965,6.6139,-12.0858,-12.1893
16.332,-1.9161,7.0093,2.9897,-5.1991,-0.8246,1.9821,-11.9619,-11.6321
16.336,1.4251,7.9275,1.9901,-6.6996,-1.3499,-1.9647,-7.1101,-11.3333
16.340,-1.8904,3.6453,0.3171,-3.1633,-1.6103,-3.6352,-7.0666,-7.8769
16.344,-0.9880,-1.5188,-3.5976,-5.4925,-3.2331,-3.8552,-5.6334,-4.6190
16.348,-0.1535,-1.4764,-3.6575,-2.2690,-6.6573,-2.6210,-3.0907,-0.4444
16.352,1.7106,-3.6826,-3.1163,-2.9511,-8.0200,-5.4307,-0.5188,3.9875
16.356,-0.0300,-2.4414,-4.1549,-1.8471,-7.6186,-5.7230,0.9024,6.7403
16.360,0.2573,-5.5342,-4.4587,-0.5366,-8.8773,-5.1580,3.7515,11.2729
16.364,-0.0600,-6.7928,-4.3189,0.9742,-9.3009,-6.0600,5.5291,10.2923
16.368,-2.1789,-7.7841,-5.4811,-0.7983,-9.3773,-4.5031,9.2976,11.8797
16.372,0.6103,-5.1916,-4.5840,-0.7705,-8.4775,-4.6650,12.7968,12.5506
16.376,0.2655,-4.6695,-6.9928,-0.9434,-9.3302,-6.6269,13.7869,10.9535
16.380,0.8020,-3.8435,-9.0280,-2.6779,-8.6453,-5.2146,14.3088,11.6422
16.384,-1.5005,-6.5824,-8.4607,-3.7486,-7.7789,-4.6124,15.1080,11.3745
16.388,-0.1595,-6.1886,-6.9599,-1.1284,-7.9883,-3.4530,14.1101,8.3001
16.392,2.9662,-8.2801,-4.8900,-3.3700,-5.6780,-2.9450,11.5691,5.2662
16.396,2.7407,-5.8845,0.4523,-5.4316,-7.9362,1.2090,9.9889,4.4943
16.400,1.5057,-5.3039,-0.8027,-7.3374,-5.1689,3.9152,5.8969,1.7717
16.404,2.6366,-4.5958,-0.9782,-10.6438,-3.9759,4.4798,3.3503,-0.5396
16.408,3.2721,-1.2227,1.3764,-6.6074,-1.2378,4.6451,3.4136,-1.1461
16.412,1.7578,0.2000,0.6584,-6.5910,1.4299,5.1924,1.0482,-4.4354
16.416,2.1697,-1.7014,1.1925,-5.2282,1.5938,3.9830,-0.9080,-10.3123
16.420,1.8224,0.0832,-1.5830,-4.8127,2.3590,5.0067,-0.5506,-8.0302
16.424,5.0176,-2.8211,-1.6338,-5.0546,3.5987,7.2586,0.6024,-2.3397
16.428,6.5808,0.4791,-0.2850,-6.6623,4.0320,0.9273,-1.6536,-3.5577
16.432,5.8744,0.2670,0.5375,-4.0389,5.1103,1.2226,0.7095,-2.8461
16.436,5.8961,-1.5264,0.1809,-4.0382,2.9680,-0.6185,-0.5325,1.9943
16.440,5.2719,-6.1883,-2.4515,-4.9773,5.9276,-4.1436,2.5074,5.8630
16.444,5.7894,-6.7876,-6.3016,-2.2739,5.5711,-3.7987,3.8131,7.6936
16.448,2.6361,-11.2076,-6.3113,-1.6558,3.0877,-4.4415,5.2206,11.2236
16.452,3.8571,-10.0355,-7.0948,-1.9865,0.5761,-5.7357,9.3326,11.6590
16.456,3.0199,-6.7604,-5.8783,-0.5447,-0.0199,-8.0929,12.0877,16.6646
16.460,-0.6431,-4.8169,-6.2604,-2.3030,-2.4911,-6.7351,11.1927,17.6476
16.464,-0.5455,-6.9868,-6.8353,0.1889,-3.5800,-1.6649,14.0084,16.5813
16.468,-2.4998,-5.4654,-5.9848,1.9355,-5.9882,-0.8268,14.5915,13.4090
16.472,-4.7294,-3.0492,-3.8766,3.3193,-6.4637,-3.3619,15.8775,11.7692
16.476,-7.2868,0.5886,-6.6603,3.2253,-6.8205,-0.8627,11.2570,9.4786
16.480,-5.2301,0.5991,-5.6580,0.2598,-8.5289,-2.3394,10.1525,6.8066
16.484,-5.8673,3.7695,-7.6865,2.3858,-5.4912,0.5303,4.8079,7.6364
16.488,-5.8597,2.7649,-4.8068,1.9133,-6.3574,-0.7137,-0.9049,4.7681
16.492,-4.1158,6.2852,-5.0952,-0.1190,-6.1080,-0.3068,-3.5498,1.4299
16.496,-4.1011,5.8145,-5.1416,-3.4350,-6.7240,1.3226,-3.5263,-0.2060
16.500,-4.5236,9.8323,-4.7375,-0.5623,-8.1396,1.1740,-7.1393,-3.5577
16.504,-2.9291,9.4904,-6.2464,-2.5473,-7.6940,2.3177,-6.3093,-5.9738
16.508,-3.5943,10.7089,-5.5452,-1.5075,-5.5277,2.9996,-12.6649,-8.6601
16.512,-2.3796,12.9357,-4.9470,-4.7040,-5.0494,6.7050,-13.8792,-11.8025
16.516,-1.7824,12.9300,-6.7544,-4.0923,-4.4407,8.5748,-13.8982,-13.8194
16.520,-0.9274,14.0659,-4.5531,-4.5047,-4.2807,6.4384,-16.4873,-13.7041
16.524,5.7640,15.0261,-4.0111,-5.4302,-2.8534,9.3597,-16.9834,-13.2224
16.528,4.8959,9.6188,-4.0308,-4.3115,-0.9635,4.0136,-17.4738,-11.9035
16.532,3.8454,10.1877,-6.2089,-6.3082,-1.2304,3.4927,-16.2858,-6.5481
16.536,8.2255,4.2343,-7.5401,-3.0344,1.1520,4.8169,-16.6394,-6.9615
16.540,7.9127,3.1193,-6.2664,-1.3141,2.5424,1.3555,-16.0211,-3.7913
16.544,8.3015,1.7412,-4.7259,1.1163,2.1942,0.7750,-14.0024,-4.3036
16.548,10.0340,-2.3564,-3.5139,-0.3426,1.0460,-1.8521,-8.3461,-2.2864
16.552,9.2076,-4.1855,-5.4814,3.2677,2.6593,-4.3283,-6.2863,3.7164
16.556,6.8244,2.5639,-2.9693,1.5263,1.8822,-3.1020,-1.8579,6.8056
16.560,4.3119,-0.4239,-4.4357,2.1259,1.2032,-7.6060,2.3041,7.2718
16.564,6.0669,-0.5167,-6.1830,2.9877,1.1124,-10.4965,2.4177,5.5445
16.568,4.0980,4.6286,-5.6712,4.3950,-2.3013,-9.5800,4.3116,4.6706
16.572,1.2562,5.8810,-4.9095,4.8222,-0.2797,-12.6267,4.5846,6.1224
16.576,-0.9370,4.9256,-3.4534,5.3101,-2.2035,-12.9008,4.2128,7.2795
16.580,-1.5627,5.0040,-2.3178,5.4155,-2.0115,-14.6097,4.7291,4.5599
16.584,-1.4881,4.6679,-0.7598,7.0933,-0.1721,-13.9375,4.6868,1.0267
16.588,0.5436,5.7027,0.5760,6.7863,-2.2092,-10.9117,5.9931,1.6225
16.592,2.2829,9.3894,2.9626,10.4732,-2.8155,-8.4989,3.9685,1.6635
16.596,3.1710,3.1834,4.3434,9.8378,-3.4341,-5.2664,1.5538,-4.0276
16.600,1.1871,4.5901,6.0656,7.0264,-0.5811,-4.1032,0.0634,-4.2691
16.604,0.2087,3.6349,3.5017,1.5040,0.6541,-1.1529,-1.1028,-4.2101
16.608,1.5364,3.7359,7.6297,-0.2182,0.8564,-0.8990,-3.4412,-8.1997
16.612,1.8603,-2.8187,5.2348,-2.0743,-2.6133,-0.7934,-5.7454,-11.7419
16.616,-1.1923,-3.2675,5.0734,0.1063,-3.1931,-0.1336,-8.9023,-13.0807
16.620,-0.2212,-3.2712,8.0932,-2.1957,-4.4382,1.1405,-10.5385,-10.7794
16.624,-1.5037,-3.1268,10.5581,-0.9141,-5.1983,0.4805,-12.6366,-11.5595
16.628,-3.2400,-6.3721,11.2036,2.6389,-3.2283,1.1662,-12.9466,-10.6357
16.632,-2.1712,-5.8670,10.7984,0.2702,-3.3667,1.1622,-13.4899,-9.7771
16.636,-2.4137,-7.1466,10.1020,0.3126,0.1036,2.9614,-10.7343,-5.6806
16.640,-0.7284,-8.3184,9.0961,2.1863,-0.2742,1.7146,-7.7947,-5.0003
16.644,1.0767,-6.2410,7.0821,0.7629,0.2983,2.1414,-1.1975,-3.8490
16.648,2.0075,-6.2718,7.3688,-2.9301,1.6857,0.4009,-0.1415,-2.5864
16.652,0.5538,-8.4692,1.8093,0.7234,0.8692,4.4562,2.2559,1.4796
16.656,-2.4582,-8.5604,1.1067,-0.9070,-0.0428,1.2093,3.3426,1.7277
16.660,-3.6790,-8.9485,-3.9569,0.3210,-1.9278,0.5716,3.3290,-0.3457
16.664,-3.9490,-5.6374,-2.6053,0.0527,-6.0003,-0.3119,6.5645,0.4555
16.668,-4.5118,-6.7646,-3.4342,-0.9335,-6.1796,-3.9507,6.3259,3.3416
16.672,-9.1103,-4.5974,-4.4350,-4.4198,-8.3222,-2.1923,8.5329,2.8009
16.676,-9.4543,-4.6503,-5.5575,-3.6788,-9.9307,-1.9663,10.2334,-0.1308
16.680,-8.8415,-1.0752,-1.6686,-4.5448,-10.1178,-1.5062,8.3516,-2.9911
16.684,-8.8964,1.0143,-3.7151,-6.0476,-8.4815,-0.4559,5.6391,-5.0110
16.688,-11.0959,-0.2826,-6.7458,-5.3740,-9.2768,0.1636,4.7434,-5.9389
16.692,-5.7463,3.3422,-5.0193,-6.9476,-7.9109,0.3469,2.0546,-8.5540
16.696,-5.8240,4.4214,-5.2395,-3.8888,-8.0153,2.7509,-1.5255,-8.7979
16.700,-2.4590,3.5127,-6.0793,-3.8821,-5.9378,1.0632,-3.5746,-12.0733
16.704,-0.0420,3.0780,-5.6702,-2.8801,-6.6962,3.6610,-6.9146,-13.2942
16.708,1.9197,4.3588,-2.9384,-2.0818,-5.3997,2.2720,-10.0107,-17.8453
16.712,3.7663,6.4006,-5.0716,-4.0709,-5.5026,1.3526,-13.1440,-20.3754
16.716,6.6130,3.4484,-4.0057,-3.0994,-1.9589,0.6224,-12.4676,-21.5395
16.720,9.1681,2.6461,-5.1055,-1.7911,-3.2998,1.8957,-12.3750,-20.8246
16.724,9.6668,0.8550,-3.9857,-3.5232,-0.1936,-0.4462,-12.6461,-21.2529
16.728,10.4988,-3.2108,-5.7555,-6.3476,-0.5633,-1.7251,-8.9010,-20.1402
16.732,9.2650,-4.2774,-2.5443,-6.1979,1.8287,-3.5950,-8.0260,-18.9346
16.736,8.3039,-3.6026,-4.8441,-8.9693,-0.2661,-1.7507,-6.5297,-15.2488
16.740,6.5517,-2.5785,-5.6182,-5.5184,1.1538,-3.1977,-1.1462,-12.2271
16.744,7.5981,-2.6819,-7.6557,-6.5497,0.8078,-4.7907,2.2835,-7.6296
16.748,4.4954,-3.3270,-8.5050,-3.2860,-1.0004,-9.1942,4.3350,-5.2199
16.752,1.7201,-1.7968,-8.6111,-3.8118,1.4922,-6.5557,7.5695,-3.6222
16.756,1.4855,-1.2797,-5.1099,-3.9379,2.5767,-12.8504,6.4916,-2.5863
16.760,-0.3084,-3.7148,-3.8760,-5.3566,1.3915,-13.0094,8.8648,-1.0158
16.764,-1.7459,-4.9295,-6.6209,-1.6254,0.5702,-18.2011,13.2124,1.0789
16.768,-3.9909,-7.0621,-6.4010,-0.9920,0.9179,-16.9145,14.3399,1.8085
16.772,-0.8640,-5.5485,-2.7094,-1.5991,-0.8067,-17.4507,14.2402,1.9740
16.776,-0.5065,-3.6273,-3.4732,-5.0719,-2.0446,-16.4777,16.0968,3.6837
16.780,-3.8720,-3.4352,-3.6395,-7.1080,-2.0427,-16.3150,15.2092,7.1672
16.784,-4.3694,-5.3876,-1.3997,-7.7326,-3.6072,-18.0956,15.1350,4.7398
16.788,-3.8259,-2.5110,-0.7604,-8.9817,-1.3655,-13.2634,14.6741,3.5341
16.792,-1.7167,-3.4464,-0.0052,-11.4516,-3.3801,-12.1368,13.4095,0.7437
16.796,-2.7738,-0.8285,-1.8297,-12.8959,-4.4089,-13.0632,7.0728,-1.7482
16.800,-1.8564,1.2968,-3.5947,-10.5302,-7.6561,-9.4740,3.9461,-2.7184
16.804,-1.5490,2.9962,-0.9390,-14.0295,-5.6704,-9.3272,-1.2887,-6.8181
16.808,3.3836,5.4669,-1.5544,-15.0962,-4.6394,-9.9863,-2.5851,-6.6589
16.812,2.5588,4.0031,3.4589,-17.4734,-3.8399,-6.7868,-3.4946,-9.8250
16.816,3.7131,2.1488,0.6887,-17.5579,-2.5787,-7.5940,-7.9905,-12.9829
16.820,5.2807,1.5932,3.7411,-15.4260,-1.4452,-5.6464,-7.5048,-12.2182
16.824,6.8316,2.3272,6.3727,-15.7562,-1.3554,-4.1153,-8.4825,-11.9054
16.828,9.0570,4.2663,2.6664,-12.0229,-4.3829,-4.0936,-7.0665,-12.0308
16.832,7.3639,1.0338,3.8579,-14.6873,-6.0606,-2.6910,-8.6544,-10.7383
16.836,7.4237,-2.9117,3.1119,-14.7109,-5.8610,-0.1133,-7.5129,-8.2458
16.840,7.0777,-2.4744,1.2280,-13.9917,-6.5076,3.5755,-5.1170,-6.5261
16.844,7.1423,-0.3788,-0.1733,-8.7002,-6.4822,-1.8510,-6.1828,-7.7437
16.848,10.0507,-1.0390,-2.0760,-8.5238,-7.0323,-1.6669,-3.4787,-0.7322
16.852,7.1704,0.5816,-2.4133,-7.2416,-4.5684,-2.5257,-4.2089,-0.7879
16.856,6.4288,-0.5258,-2.0420,-4.2451,-5.6249,-5.1383,-2.9552,0.5515
16.860,4.5109,-3.7299,-4.8981,-5.0048,-2.0720,-6.8202,2.1694,-1.4030
16.864,6.5722,-4.6584,-4.5572,-1.3515,-4.6687,-5.7664,2.3371,1.9827
16.868,9.0281,-6.7523,-4.8314,1.5454,-5.8714,-7.5179,4.0549,0.0413
16.872,6.7448,-9.3295,-9.1221,3.1071,-3.9775,-7.2125,3.5543,1.1819
16.876,9.7740,-5.6050,-9.3542,6.3072,-6.1371,-5.2273,3.6311,3.5037
16.880,9.0077,-2.0459,-11.0755,5.0718,-6.5445,-4.3731,1.7626,3.2678
16.884,9.5236,-1.8489,-11.1482,5.7785,-6.6965,-3.1705,-1.4693,1.9590
16.888,7.3657,-4.1915,-12.1282,7.4466,-7.0639,-3.5971,-2.1925,-1.6845
16.892,9.2165,-2.2575,-12.4518,3.9611,-3.9514,-2.7299,-3.6425,-4.4521
16.896,11.7275,2.3144,-10.2615,2.8754,-5.7832,-2.9630,-6.1825,-8.7015
16.900,13.5123,6.0399,-9.1793,2.1394,-4.3510,-0.9085,-9.6767,-10.9748
16.904,12.7864,6.7662,-8.2929,-0.6947,0.3336,-0.6666,-11.3979,-14.4733
16.908,14.0115,6.5545,-8.4637,0.6889,-0.6714,-2.0921,-11.3898,-14.5621
16.912,15.2008,3.6126,-6.5549,-3.7000,-2.0143,-2.1499,-11.4900,-16.1873
16.916,15.6052,2.6357,-6.4776,0.6907,-3.9790,-2.1466,-13.0243,-16.5124
16.920,17.1751,-0.7052,-6.6854,1.3037,-4.1216,0.0675,-12.4526,-12.4429
16.924,15.5295,1.6480,-9.6856,-1.1607,-4.5811,3.2069,-12.6254,-13.3358
16.928,13.2720,0.5709,-9.3028,-1.0977,-4.9513,6.9902,-15.0309,-8.4179
16.932,11.5884,-0.2451,-4.8639,-1.2900,-4.1320,5.9112,-13.5809,-7.4143
16.936,8.7764,-1.0322,-7.1444,0.3597,-3.4444,4.0896,-9.2933,-2.7099
16.940,8.6381,-3.1550,-5.6893,2.4011,-4.0418,3.0381,-8.1923,-0.0486
16.944,5.4138,-3.2473,-5.6418,5.1100,-0.2862,2.6989,-2.9529,5.5019
16.948,3.9057,-4.2488,-4.9054,3.6758,2.8640,-0.3245,0.6810,6.6922
16.952,2.5872,-7.5384,-2.1547,4.9237,4.5770,-1.5559,2.0087,8.6361
16.956,1.8146,-5.0819,2.8938,3.1674,5.0411,-0.6419,4.8758,9.9050
16.960,1.0309,-6.2865,1.2154,4.9368,7.8365,0.1676,7.9097,12.0745
16.964,-0.2949,-5.4500,3.1006,2.2331,5.6021,1.1637,11.4647,13.1038
16.968,-0.1244,-6.1361,1.9068,0.6502,7.2237,1.4984,12.6965,18.6108
16.972,-3.6038,-9.1173,-0.0452,1.0774,7.1803,0.4128,11.8784,16.5069
16.976,-3.1307,-6.1650,-0.2792,2.3365,6.6572,-1.1577,10.9506,16.0324
16.980,-2.5125,-3.6325,-0.6368,1.7454,3.7534,-2.1922,11.2354,15.3065
16.984,-4.2758,-2.3804,1.5815,3.3558,0.8700,-2.3577,10.1399,6.9801
16.988,-4.0201,-3.2978,1.1370,2.7134,-1.3280,-5.5379,10.6702,7.9355
16.992,-1.2420,0.3366,0.4255,-0.7274,-0.4652,-3.0771,7.4039,2.9377
16.996,-0.7315,0.5443,1.8646,-0.1855,-4.2010,-3.4462,4.8279,-0.5954
17.000,-0.3109,0.5197,4.3649,-3.6306,-2.1652,-5.2553,3.7839,-6.7365
17.004,0.0716,2.4117,8.4375,-3.0148,-3.1021,-5.1563,3.2686,-8.7482
17.008,0.2290,0.7736,7.9944,-1.0746,-3.1586,-5.3595,-0.0097,-11.4816
17.012,1.8575,2.2369,9.8117,-0.7798,-5.5437,0.5125,-3.5699,-11.1133
17.016,2.2678,5.3355,11.0602,0.9696,-4.8519,-2.0289,-9.0185,-12.0014
17.020,2.1997,3.1337,10.3983,0.3944,-7.4276,4.1769,-9.8705,-11.9776
17.024,3.2745,1.9235,12.3120,1.7675,-4.3171,7.8256,-9.4495,-11.2407
17.028,5.2314,2.8777,9.8400,3.9595,-4.6184,3.2787,-13.9385,-9.0339
17.032,6.0586,6.5951,9.4483,3.6216,-1.2961,3.8110,-9.9032,-8.3166
17.036,6.2818,5.4398,5.5541,2.9782,-0.9470,5.3403,-3.9226,-4.1997
17.040,3.9772,4.3803,6.4034,2.2758,-0.0751,3.2327,-3.0921,-5.2669
17.044,2.7189,2.2766,9.0987,1.0691,0.8954,1.7432,-1.5654,-2.6096
17.048,0.8026,-2.4705,6.0163,4.9351,3.4514,2.6475,-0.1300,-1.3142
17.052,1.9769,-2.3351,2.8340,4.6077,5.7377,1.7291,1.5149,-1.6821
17.056,1.0016,-0.6147,2.1471,4.9045,9.3202,-1.2295,5.8512,-0.2441
17.060,-0.7353,0.2989,-0.3399,5.2136,9.3092,-0.1709,7.0349,0.7221
17.064,1.0188,0.4912,0.7514,6.0931,9.7652,-5.3891,7.5809,-0.5466
17.068,0.0225,2.6675,-2.2151,4.6309,7.4466,-3.8877,6.7804,0.2218
17.072,-0.0095,1.8198,-5.0842,4.7831,6.4060,-5.2460,6.6795,3.0815
17.076,0.4085,4.6744,-5.3138,6.0691,0.2829,-1.8915,10.7122,2.7598
17.080,3.2035,5.4852,-7.6437,8.4117,0.8598,-3.6060,10.3534,0.9434
17.084,-1.5790,7.0288,-5.5775,7.9043,1.5810,-4.1992,10.8689,-0.6141
17.088,2.2224,4.0589,-7.2271,7.7543,-1.3322,-5.7537,10.6108,-1.9103
17.092,1.9388,5.4023,-6.3785,7.3332,2.6864,-2.5025,11.5359,-3.7154
17.096,1.2734,8.9279,-5.3999,4.1593,0.3518,-2.9713,9.6449,-7.6122
17.100,4.2588,7.2126,-3.6895,5.8900,0.9864,-3.3424,7.7339,-7.7006
17.104,1.5522,7.2800,-1.4742,0.7949,1.2198,-3.6843,5.2003,-11.9089
17.108,3.0433,8.6813,0.7673,1.4668,1.3575,-1.3026,2.2541,-13.9354
17.112,1.9792,5.0406,-0.2075,-0.9684,2.0656,-0.1634,0.0020,-15.9108
17.116,1.3409,5.3953,1.2636,-0.9759,1.9782,-0.6112,-6.2268,-17.4820
17.120,0.9870,1.4603,0.8971,-5.7003,1.1475,-0.2347,-6.5248,-13.6180
17.124,-1.8441,3.9024,2.5555,-7.8178,2.4409,0.2016,-3.8919,-13.7529
17.128,-1.6588,-0.5925,2.1039,-8.7800,-1.4072,2.8025,1.0701,-7.8829
17.132,-0.0311,0.8733,6.6887,-9.4508,-1.2991,2.0026,2.0841,-4.5437
17.136,-0.8385,-0.9168,9.5515,-7.5195,2.1053,3.3326,4.2141,-2.6565
17.140,0.8596,-2.3909,11.9482,-6.2306,3.3817,1.8506,7.9493,-2.3524
17.144,-0.0327,-1.7015,12.5978,-6.2491,3.0127,2.1110,10.9766,1.7803
17.148,-3.1822,-4.7473,13.2369,-4.4517,3.7883,0.6941,11.5463,3.2976
17.152,-2.6792,-4.3115,12.8553,-2.5450,6.4890,3.0577,13.1180,4.6440
17.156,-3.9450,-4.6322,9.5784,-0.3316,5.9752,5.1814,16.6606,4.7441
17.160,-6.3366,-8.7820,9.6428,-0.2999,8.2817,2.6937,19.6340,8.6844
17.164,-6.8669,-5.9582,9.5746,-1.9582,7.0610,5.4021,20.9539,10.9015
17.168,-8.1280,-5.4146,9.1638,-2.5743,6.7040,1.6506,19.9554,15.4111
17.172,-8.6332,-4.6436,10.9823,-0.3719,7.0578,0.7430,19.2230,14.9917
17.176,-7.5602,-2.8155,5.8303,0.6385,2.6249,-1.6512,20.3251,13.1931
17.180,-6.5959,1.2235,6.6218,1.0024,5.4056,-3.8177,19.8364,8.7126
17.184,-4.5570,1.3205,6.0719,2.4177,3.7470,-6.3240,18.3593,8.5812
17.188,-1.5332,5.8987,7.5740,-0.3700,3.2749,-4.1137,14.9671,7.8413
17.192,2.2192,8.1254,5.3710,-0.1800,0.7963,-4.0461,11.0948,4.4001
17.196,0.0144,5.8759,7.0513,-1.0100,1.1292,-0.0271,6.2475,2.1799
17.200,3.7410,6.0068,5.4722,-0.9737,0.9352,2.0668,-0.1145,-0.6528
17.204,2.3164,6.2542,3.5706,-0.6051,1.4219,1.5946,-3.0140,-4.0241
17.208,3.4644,7.5085,3.4410,-0.0888,-0.7455,0.1968,-5.2199,-8.1523
17.212,6.0200,8.5215,3.6671,-0.8958,-2.7356,3.9838,-7.4372,-5.7093
17.216,3.9103,7.2366,2.8262,-4.6057,-1.6815,7.5083,-10.6275,-8.1782
17.220,3.6005,6.8257,0.8242,-4.8560,-1.7064,6.8440,-10.7042,-8.2894
17.224,3.6407,6.4936,1.9990,-4.8988,-1.5156,11.6161,-15.3536,-7.3438
17.228,4.9606,2.6775,3.8524,-5.6982,-1.2383,11.5523,-17.6633,-4.8000
17.232,1.6966,3.0643,3.9150,-6.9573,1.8831,13.9687,-18.8179,-6.8880
17.236,7.0208,2.4353,4.7424,-9.2855,1.9237,13.1804,-13.6990,-4.2897
17.240,5.2268,4.3217,5.8019,-8.5686,3.6427,8.1038,-13.4407,-2.4792
17.244,5.3070,4.7761,5.9322,-8.1421,3.1921,8.2893,-12.9740,-3.5717
17.248,1.8607,5.3255,6.4921,-8.6642,5.6030,8.6414,-11.3355,0.1584
17.252,3.5159,3.8093,4.6764,-5.3887,5.3367,11.8899,-4.3849,0.2374
17.256,0.0432,4.4866,3.2637,-4.5679,4.4629,11.0693,-5.0016,3.6220
17.260,-2.3487,5.9907,0.3128,-4.5483,6.9515,10.2390,-2.1705,4.5806
17.264,-0.1034,7.7501,-0.7307,-3.4355,12.4543,10.6566,0.6803,5.2035
17.268,-1.9195,9.2708,-0.3749,-2.1034,9.8468,10.7174,2.8063,10.0822
17.272,-1.2718,9.9878,0.7404,-3.9406,10.3684,7.7495,5.2481,5.4203
17.276,-3.5133,11.9606,1.9761,-4.1099,8.1905,4.2106,3.9198,2.6870
17.280,-1.2027,10.2451,4.5751,-2.0056,8.9057,4.6579,1.2509,0.8335
17.284,-4.3110,8.0781,2.3200,-0.4404,8.9250,3.5484,-0.3098,-4.9670
17.288,0.9772,8.1158,2.4917,2.7716,10.2694,2.6947,-2.7220,-2.8560
17.292,2.7416,7.9534,4.9075,-0.1529,8.0868,-0.4609,-5.0984,-7.1107
17.296,4.3176,7.8529,2.8489,-0.0401,7.1042,-2.1484,-8.9099,-8.3191
17.300,4.1853,6.1274,1.3586,0.2494,5.8067,-1.3922,-11.3375,-9.1979
17.304,3.6926,6.0438,0.3269,-1.6168,7.2996,-3.2683,-12.3238,-9.2593
17.308,4.5881,3.8503,-0.0685,-0.9985,6.2568,0.7759,-14.0080,-8.4985
17.312,3.0118,5.6778,1.7212,-4.7228,5.4614,1.1696,-15.4974,-7.2581
17.316,2.7758,4.9402,4.5969,-1.8485,4.7106,-1.6451,-14.4495,-8.0887
17.320,-0.5334,5.1477,5.0197,-5.0683,5.0305,-1.1199,-13.5876,-4.3333
