time,Fp1,Fp2,F3,F4,C3,C4,O1,O2
18.040,55.5751,55.6555,19.9617,19.4422,18.8683,18.8390,20.0149,21.4695
18.044,55.1289,55.8463,19.1807,20.2893,17.3255,18.9541,20.8258,21.2558
18.048,56.7925,54.9750,20.2283,18.2404,18.4347,17.0345,19.7269,18.1859
18.052,56.2628,54.9346,18.5204,20.1751,17.6670,16.8148,17.5709,18.2708
18.056,57.2988,56.9898,18.1073,19.4179,16.7052,17.2389,15.7668,17.2052
18.060,58.4150,56.3947,18.8468,19.5339,14.6403,14.8039,14.6284,16.5776
18.064,56.8797,56.9286,17.1082,17.4631,13.5032,14.1950,14.4408,15.1822
18.068,55.5691,56.9101,14.5492,15.6518,11.8619,12.9882,12.4902,12.4620
18.072,56.0118,56.0815,15.5442,15.1062,11.1091,10.7486,12.7413,13.0761
18.076,56.9136,57.1566,14.5777,14.1797,10.6109,11.2063,11.2772,12.6799
18.080,55.9112,55.7755,13.5679,13.9986,10.5259,11.9023,11.1449,11.2938
18.084,56.3468,56.2403,11.8578,13.0659,9.6581,11.6593,11.9906,12.4591
18.088,56.4089,56.1771,14.4373,13.6990,10.1527,12.7613,13.6060,12.8679
18.092,56.6770,57.1374,13.9663,13.5564,12.2494,12.6985,14.1140,14.9544
18.096,57.9196,59.2449,15.5547,14.7153,15.0640,13.4504,16.7530,16.2624
18.100,60.7786,58.7197,13.1081,14.7076,17.8600,17.7820,17.1291,18.2096
18.104,59.3382,59.3258,14.3024,13.4236,17.6667,19.0574,19.6349,20.0905
18.108,61.2890,60.7676,15.2119,15.5508,18.1036,20.4008,19.1929,20.4720
18.112,62.8814,61.8574,12.8063,15.3100,20.9164,21.8727,21.5652,21.4914
18.116,61.5755,62.9423,13.0717,15.3696,22.9437,21.3858,22.5250,21.6003
18.120,63.9997,63.2288,15.1481,14.2577,22.0154,21.0316,22.6564,24.7310
18.124,62.8128,63.8199,14.5367,14.5411,22.6739,22.5774,22.3948,24.0273
18.128,64.6422,62.8432,13.0958,14.6353,20.2514,21.3488,22.6662,22.9173
18.132,64.6250,63.5674,15.1029,14.5249,21.1092,21.1411,22.8710,23.3180
18.136,64.6820,64.5953,15.2339,14.5186,19.2965,21.6412,21.2786,21.8344
18.140,64.8690,65.4850,14.9017,14.6002,19.2656,19.1998,21.5349,22.2925
18.144,66.6635,64.4407,15.8418,14.1579,18.6479,20.7316,19.8482,20.3886
18.148,66.2459,65.3015,16.2786,16.0853,18.8037,20.1698,19.6020,20.7415
18.152,67.7637,66.3628,17.9351,15.8091,17.2433,19.2899,19.6633,18.4234
18.156,68.7204,67.5999,17.1086,18.2723,18.0156,18.8664,18.5772,19.7432
18.160,67.9643,68.3711,18.9945,19.0425,16.9870,17.7689,16.5151,18.1081
18.164,69.4196,68.7472,17.3560,17.2132,15.9324,16.8427,16.8869,17.4698
18.168,69.4129,69.0115,18.1977,18.8509,14.9493,16.1190,16.8862,16.2432
18.172,71.1932,71.2750,17.7170,18.4828,14.9463,13.1902,16.9101,15.9566
18.176,71.0925,69.5525,17.8477,18.3640,14.5352,13.4494,15.3941,16.1275
18.180,72.1063,73.0660,19.2235,19.3854,14.5330,13.1449,16.8369,17.0819
18.184,73.1664,71.7004,20.2481,20.0855,15.2918,15.5754,16.6339,15.5613
18.188,73.3946,74.1772,20.3076,19.6176,17.0822,16.8916,17.7916,18.5115
18.192,75.0132,73.5910,21.2898,22.7845,18.3204,19.4953,20.7762,21.2579
18.196,76.2191,74.6757,21.9979,23.3962,19.8695,19.8630,22.6228,22.4570
18.200,76.4912,77.3005,25.0910,25.0705,23.6194,23.9226,25.7410,24.8867
18.204,78.6892,76.7852,25.5211,24.9013,25.0022,23.6038,23.8646,26.2271
18.208,76.3314,77.9159,25.7475,25.9342,26.8548,25.9125,28.8902,25.7952
18.212,78.3894,78.6375,25.7013,26.9952,27.9377,28.0811,27.9137,27.3853
18.216,78.7397,77.7959,27.9121,25.6965,27.0133,27.8528,26.6370,26.9722
18.220,77.2393,79.2454,25.4928,26.0073,29.4435,27.2130,29.8501,29.1332
18.224,78.7762,77.1060,23.5755,25.2889,28.0234,28.1844,27.6816,29.6579
18.228,76.0589,76.2718,25.0048,23.6800,26.6656,26.9456,30.0796,28.9243
18.232,74.1550,74.7225,23.5381,23.6919,26.2205,24.5510,27.1962,28.2642
18.236,73.5135,74.4445,22.3210,23.0005,23.4838,23.6699,24.9743,25.4045
18.240,73.5545,73.1089,20.9167,21.5193,21.9847,23.8434,24.0157,25.2712
18.244,70.8847,71.1921,21.6687,20.3318,21.7501,22.5337,22.2199,24.1516
18.248,70.1927,69.3544,20.1848,19.3931,18.8922,19.7499,22.2492,21.7038
18.252,68.9556,67.5829,17.7266,17.2655,20.7848,20.4603,18.5100,19.8637
18.256,68.1026,67.6174,16.7615,17.8994,18.9918,18.1670,18.4473,17.7990
18.260,64.9034,64.0169,14.5833,17.7060,17.4871,17.6090,16.5235,17.1735
18.264,64.4062,64.2936,13.8235,15.6759,14.9275,15.0810,15.1786,15.4459
18.268,61.8850,61.3977,13.8637,15.1884,13.1829,13.3881,14.8373,14.3416
18.272,61.0571,60.0751,10.3905,10.9908,12.3900,12.0805,13.8221,13.4078
18.276,58.8564,58.3032,11.5966,10.9817,12.1021,10.9972,12.5667,13.8231
18.280,57.5791,57.5682,11.3274,11.5515,9.7457,11.7378,11.1275,12.6042
18.284,57.0734,56.5475,9.6018,10.6100,9.9165,11.1615,10.9323,12.8681
18.288,56.3841,55.9776,11.8652,10.4400,11.4129,12.7337,13.1458,13.3536
18.292,56.4011,56.9856,11.4855,11.3867,13.2131,12.8686,14.6768,15.7369
18.296,57.1404,56.0564,10.4218,11.5995,13.7310,13.0148,16.3261,15.9709
18.300,57.4286,56.4308,12.2827,10.1178,18.1677,16.8901,16.1671,16.8885
18.304,56.9711,58.2601,12.4216,13.4458,18.5560,19.4585,17.5798,18.6366
18.308,57.4011,56.7391,12.9756,14.9056,20.3166,19.5999,19.1599,20.4173
18.312,58.5820,57.8587,13.4138,14.5848,19.6777,20.6699,20.6822,21.0365
18.316,57.1814,57.6491,17.0311,15.8762,20.6574,22.3521,22.8935,21.8242
18.320,56.3772,58.0995,14.5695,15.7394,20.6703,22.4748,21.9828,21.8773
18.324,56.9237,56.0499,15.8598,16.4482,21.3399,20.9189,22.1417,23.4142
18.328,55.7571,56.3397,15.9178,16.9500,21.1402,21.8277,21.8755,21.4921
18.332,57.1192,54.7919,15.2543,16.0079,20.3056,19.7316,22.6033,21.7245
18.336,56.2256,54.8364,15.3257,17.1298,19.6087,19.3980,20.2518,20.8638
18.340,54.0948,54.0355,16.2367,16.4223,19.5676,19.0138,19.1941,20.0205
18.344,54.7281,54.2241,16.6884,17.2503,17.6349,18.5932,19.4750,19.8757
18.348,54.2275,53.9987,19.0109,18.0146,18.1348,17.8512,18.6682,19.2159
18.352,52.3590,51.6933,18.3012,18.3785,17.4996,18.1828,18.3804,17.8143
18.356,52.9527,51.6000,16.9180,18.9529,16.8833,15.7555,14.8034,18.2187
18.360,51.7075,52.5002,16.5752,18.9799,14.5420,16.7947,14.0017,15.7944
18.364,52.5148,52.4350,17.1594,18.0233,14.9937,14.8264,13.0499,13.5754
18.368,50.4599,48.7249,17.0238,16.6907,12.0951,13.3739,13.2473,13.5888
18.372,48.7706,49.5230,16.3666,15.9719,11.8279,11.5832,12.5077,12.9255
18.376,48.5022,48.1048,15.1929,15.3250,9.5228,12.8461,10.8424,10.6947
18.380,46.1251,47.5253,15.4596,15.4199,9.6997,9.9558,11.6809,10.3446
18.384,45.7117,43.8698,14.7954,13.7661,9.8193,10.3284,10.3546,11.0875
18.388,44.5418,43.8418,13.8082,13.9926,9.8244,10.6932,12.7631,13.0514
18.392,44.4429,43.7098,13.5499,14.7329,11.4018,11.7274,13.5337,13.4184
18.396,42.5705,44.3102,13.2026,15.0467,13.7852,11.5016,14.6516,15.1247
18.400,43.1510,42.3024,13.7657,14.5677,15.3904,14.9909,14.4588,15.6390
18.404,40.5776,41.4994,14.6254,14.4141,16.0920,16.4443,16.5898,16.9335
18.408,41.3578,40.3492,14.5812,12.2672,17.0917,17.2970,15.9055,17.4774
18.412,40.0184,38.0486,12.1385,13.6884,15.6693,17.3123,16.3184,17.0825
18.416,37.8577,37.6636,13.0222,13.7129,17.7473,17.6567,16.6692,17.7651
18.420,35.2615,34.5972,11.1233,12.7124,16.5361,17.1006,17.6215,16.9225
18.424,33.3440,35.0484,11.6343,10.8367,16.7656,15.8593,16.6171,16.0784
18.428,32.0959,33.4492,7.4582,9.5468,13.0411,14.5270,16.6688,15.6849
18.432,30.9245,30.2056,7.8544,8.8973,14.0942,12.8146,14.4888,15.4665
18.436,27.2809,28.5419,7.9403,7.2363,12.8912,12.1130,14.6459,14.8030
18.440,26.8993,25.4805,6.8468,5.3619,10.9738,12.5039,11.8901,13.4932
18.444,26.1993,25.3219,4.0039,5.4555,9.3106,9.5816,12.0167,11.9034
18.448,23.8785,23.7065,4.1759,6.2660,7.9522,8.9891,10.7356,10.6260
18.452,21.8350,23.4533,3.8692,3.5216,8.1181,7.9389,7.7730,7.8080
18.456,21.5201,21.4250,2.1575,3.5991,6.1377,7.9566,6.6983,6.2696
18.460,20.5126,21.6473,2.1108,1.8889,5.6728,4.3087,5.9624,6.2094
18.464,18.7862,19.1266,2.0426,0.9175,4.6112,4.7346,1.6783,5.2898
18.468,18.2574,17.8219,1.9882,1.8362,2.1851,2.2392,1.7704,2.0046
18.472,16.4831,17.5428,0.6629,1.0094,0.3831,0.8876,1.6500,2.9671
18.476,17.0907,16.8804,1.6873,1.8493,1.2201,0.1802,2.3697,2.6814
18.480,15.7745,16.7505,1.5928,0.0418,1.2883,0.7043,1.0279,1.3056
18.484,16.6709,16.7871,2.9752,2.3974,1.4419,0.6956,3.1031,3.0773
18.488,16.4553,16.1735,2.9780,3.7971,2.1034,1.9799,2.6398,2.8369
18.492,16.9876,18.4723,3.9851,4.3222,4.5273,4.5895,4.9157,3.8547
18.496,17.0060,18.8194,5.2526,4.9922,6.5534,6.4582,7.1336,5.9865
18.500,18.6992,19.1568,6.6716,7.8874,7.9292,9.0164,7.3687,10.3042
18.504,19.8881,19.3605,6.5946,7.8199,9.7931,10.4626,11.3474,9.6994
18.508,19.8082,20.6635,9.4012,8.5846,11.0411,12.2294,10.3778,11.8593
18.512,20.5323,19.8770,9.8320,9.4636,13.0808,12.7589,13.4195,13.1965
18.516,21.4840,21.6239,10.9828,9.8202,13.9624,13.1779,12.8353,15.0965
18.520,20.3735,21.1319,11.0922,9.5395,13.9623,15.3574,13.6866,14.9669
18.524,21.1651,19.4953,11.6922,11.4522,12.5554,13.7361,15.4182,14.0826
18.528,19.6229,20.1844,10.7793,12.0880,10.6379,12.8356,15.0693,14.1640
18.532,19.1970,19.4363,11.6078,11.1874,13.0023,13.9212,12.7403,14.8346
18.536,19.5030,20.4655,10.6407,11.3940,11.5521,12.2129,12.2969,12.0016
18.540,17.5566,18.8022,10.5746,11.2180,11.1123,10.7295,11.6958,11.9138
18.544,16.9847,17.1029,9.6681,11.4466,10.3809,9.7266,10.8462,10.5858
18.548,15.8573,16.9922,9.6578,10.8287,8.5577,8.4156,8.8675,9.6292
18.552,16.2272,15.8222,8.5621,8.9614,8.0166,8.8605,9.4943,8.8958
18.556,14.8393,15.5262,8.0043,10.0047,6.2291,6.1709,6.6876,7.1268
18.560,12.2338,14.3901,7.6079,8.3251,4.4569,4.2453,5.2630,5.9747
18.564,12.2945,11.3828,5.5386,7.7729,2.6546,3.4118,3.1216,5.4149
18.568,10.0706,11.2400,5.9295,6.0594,1.0435,1.9845,2.0528,2.5969
18.572,11.1114,10.5798,4.3495,4.8502,0.3244,0.3665,3.2801,2.9104
18.576,7.4573,7.1612,3.4015,4.3620,0.1906,-0.9351,0.2414,0.6818
18.580,6.6662,6.9380,2.0246,2.9341,-0.6677,-1.1164,-0.2466,0.7997
18.584,5.4851,5.5908,1.0478,2.2092,-1.8576,-0.3875,0.1057,-0.2153
18.588,5.3629,4.9556,0.2486,1.2922,1.0465,-1.2791,0.8455,1.1263
18.592,4.8470,6.3423,1.4106,1.8017,1.2203,1.3691,2.8168,1.2348
18.596,4.3420,2.9355,0.8681,1.7821,2.8958,3.4330,1.7024,5.3040
18.600,4.3176,4.3015,1.6408,1.0028,4.4689,3.1504,3.4369,3.8974
18.604,4.6388,4.2912,0.4410,2.5749,5.8353,6.6471,5.9267,5.7097
18.608,4.4261,3.7960,-0.8980,1.3024,6.5355,6.7382,6.0630,6.6469
18.612,4.6334,3.8558,0.1782,-0.3010,8.7365,8.9654,7.4430,6.6570
18.616,2.9560,2.6448,1.6327,1.0673,7.7761,7.3829,7.4620,8.1924
18.620,0.4892,3.8792,-0.5358,0.4286,8.7936,7.9589,7.3545,8.0301
18.624,0.7543,1.5584,0.2297,0.7329,6.2361,7.7655,7.3562,7.6036
18.628,0.8380,3.2481,-0.1019,-0.1306,7.6198,7.0926,8.2785,7.0413
18.632,0.4408,1.5754,0.1016,1.0340,4.4225,6.6934,7.5390,6.2287
18.636,1.5087,-0.1342,-1.1466,-1.5064,5.5850,5.6720,7.0486,7.0180
18.640,1.3429,1.2657,-0.5615,-2.0138,3.2494,3.8194,5.3639,5.4731
18.644,1.0666,1.8434,-1.0436,1.0525,3.6974,3.5589,4.9301,4.2496
18.648,1.4963,0.5598,1.3042,0.7597,2.5351,4.9077,2.8708,3.3349
18.652,0.4480,2.6127,-1.0912,1.1458,3.2414,2.9921,4.4509,3.2899
18.656,0.9888,2.7770,1.4718,1.6919,5.5246,3.2933,1.6199,2.6404
18.660,1.5454,2.7623,1.7266,1.2701,3.2971,2.7529,1.6538,0.5354
18.664,2.6050,2.2670,0.2940,1.0244,0.7593,0.9534,0.1221,-0.2866
18.668,1.0630,2.7479,2.1778,1.3369,-0.9127,-0.4271,0.1593,0.5161
18.672,1.5510,1.5953,1.5478,1.7672,-2.4326,-0.8874,-0.1922,-0.6250
18.676,1.5311,3.7332,2.2021,2.8633,-1.6055,-0.5937,-1.2116,-0.2164
18.680,3.6636,3.5221,3.7320,2.4157,-2.1098,-1.2887,-1.4138,-0.3315
18.684,2.4547,4.0768,3.2877,4.0286,-0.9326,0.0391,0.9063,-0.6113
18.688,3.5424,4.6739,5.6831,4.1077,0.0121,0.6590,1.3024,0.4839
18.692,5.4707,5.7443,6.2840,5.9530,2.0790,3.5722,1.8594,3.4676
18.696,6.1768,5.7325,5.9932,8.8864,4.6707,4.7839,3.8530,5.0808
18.700,7.1989,7.9518,6.9480,9.5710,4.6233,6.1107,5.9781,5.4289
18.704,8.6445,8.5259,8.1686,10.0166,8.2909,8.9431,7.2933,8.6425
18.708,8.4731,8.8465,8.5816,9.0625,9.5231,9.5260,9.7447,9.0191
18.712,8.9514,9.5592,10.6863,10.4818,10.6149,10.4045,10.3341,10.8058
18.716,9.8012,8.3428,8.3456,8.9893,10.8304,12.3312,11.0193,11.3877
18.720,8.1508,7.0481,8.7989,10.0607,11.4141,12.6727,10.4498,10.9135
18.724,7.6917,7.6797,8.8996,9.5112,10.5836,9.6183,10.2376,10.7376
18.728,6.7990,7.9336,6.8960,6.6331,10.6477,10.8990,10.4963,9.8742
18.732,6.9765,6.0938,6.1019,5.8771,8.7038,9.0006,10.5126,8.9196
18.736,4.1307,6.2003,4.3049,4.7991,7.5402,7.7687,7.9142,9.0600
18.740,3.3853,5.4857,4.9479,6.1531,5.0230,7.3203,7.5933,6.2289
18.744,2.5719,4.4458,4.3041,5.1589,6.2204,4.6089,7.2671,5.2893
18.748,2.3167,2.2310,1.8843,3.2888,3.8000,3.7346,5.9639,4.3121
18.752,1.3247,1.9215,1.4964,1.9697,3.2430,3.5801,3.1106,3.7282
18.756,0.9685,-0.1262,0.4620,1.1636,2.9897,1.8903,0.8350,2.8629
18.760,0.7937,0.0065,0.5422,1.7803,0.8202,1.3237,0.7690,0.4632
18.764,-2.4254,-3.2320,-0.5630,-1.2907,0.5147,1.0439,-1.2784,-0.7623
18.768,-3.2516,-2.8279,-2.6084,-3.1003,-0.2897,-2.1727,-1.4917,-2.4512
18.772,-4.9627,-3.8603,-5.1145,-1.7035,-3.6911,-3.6642,-1.5862,-4.1493
18.776,-5.5462,-4.9489,-3.8132,-3.7290,-5.1305,-5.5172,-4.2532,-4.6370
18.780,-5.3226,-4.8660,-5.4388,-5.2753,-5.9374,-5.1707,-5.3282,-3.8747
18.784,-4.5090,-5.8774,-6.0220,-3.2899,-4.9894,-3.3699,-4.0201,-3.4518
18.788,-6.6091,-5.1434,-5.3052,-4.0963,-3.7405,-4.2038,-3.6518,-4.8296
18.792,-4.5758,-4.2596,-4.7005,-2.5078,-1.7332,-1.9112,-1.7091,-0.4180
18.796,-4.5652,-5.6574,-3.8877,-2.8405,-1.1240,0.6118,-0.3018,-0.0816
18.800,-4.5971,-3.6710,-3.8498,-1.2539,1.6748,0.9406,1.2195,1.8072
18.804,-3.9825,-2.1818,-0.4228,0.4471,3.4392,4.4861,3.3914,2.7176
18.808,-1.7054,-1.3450,-0.8399,0.3630,5.2452,4.9629,4.4336,5.1993
18.812,-1.0749,-0.0726,0.1963,1.8602,5.5874,5.9255,6.3737,5.5018
18.816,0.7522,-0.9426,3.2109,1.9540,5.7439,7.0739,7.4798,6.8651
18.820,0.2652,2.0796,0.9588,2.3807,8.9459,8.3541,7.4465,7.1224
18.824,0.1285,1.3853,2.1483,2.2286,5.6670,7.7190,8.0389,6.4888
18.828,1.9834,1.9967,2.5602,3.1518,5.6507,5.9764,7.0143,6.9745
18.832,2.6212,1.6428,2.8649,4.4216,5.0468,5.8115,7.3331,5.9419
18.836,2.0519,1.9380,2.3792,3.1031,6.4483,5.5536,7.4716,6.7610
18.840,1.7922,2.4805,2.7962,5.1429,5.5852,4.7295,5.7113,7.2231
18.844,3.5280,2.9153,5.4451,3.1223,6.4020,5.6108,6.1240,5.3384
18.848,5.6679,3.0257,5.5022,5.7722,5.7434,4.8977,5.7523,4.3767
18.852,4.2709,4.3826,4.5617,6.3041,5.2082,4.9251,4.9490,4.4822
18.856,4.8857,4.5501,5.4366,5.7357,4.3930,5.0182,4.4742,3.0802
18.860,5.1513,4.2805,5.0795,5.9121,2.7140,2.9459,2.5190,1.3324
18.864,5.5479,4.2803,4.6824,5.8850,2.8446,2.7981,0.8486,2.4230
18.868,4.5332,3.7835,6.0668,5.3047,2.0676,0.7047,1.4993,2.0994
18.872,3.3531,3.3169,5.7730,5.9210,0.9910,-0.3626,1.6263,0.0409
18.876,2.3450,3.1095,5.3219,5.5276,0.0599,0.2527,-1.3976,-0.3338
18.880,3.3464,4.1572,4.5590,3.8936,-0.8910,0.1783,-1.3852,0.7590
18.884,2.7660,1.4019,5.3404,5.7963,1.2252,-0.9048,0.7853,0.4119
18.888,3.2661,4.0537,4.6759,5.9505,-0.0747,-0.0079,1.6512,1.3015
18.892,4.3710,3.7885,5.8928,4.9192,1.8173,0.6525,1.9928,2.6969
18.896,3.2810,4.3191,4.6374,4.3937,3.2648,2.2621,4.1811,3.5436
18.900,3.2480,4.8990,5.4611,4.8007,4.2898,5.1061,4.3861,5.1606
18.904,4.0893,4.3563,6.4545,7.1833,7.1894,7.1342,5.7094,6.7799
18.908,3.3595,4.3832,4.6300,6.0473,8.5450,7.0355,6.7991,6.4138
18.912,2.6114,3.2603,4.7177,5.4645,7.4395,7.8162,7.7342,8.1064
18.916,2.0512,2.5095,4.3792,4.5086,8.9361,8.1562,7.6188,7.3525
18.920,0.8705,1.2344,3.8727,4.0455,8.1369,7.2924,7.8301,6.4170
18.924,0.8370,2.4755,2.1954,2.2767,7.6968,7.7656,8.1726,7.5236
18.928,0.7525,0.0512,1.4181,1.1187,6.0505,6.8129,7.1025,7.2831
18.932,-0.4874,-1.2132,0.1165,-0.1154,5.8214,5.7194,6.2233,5.2105
18.936,-2.2444,-0.7135,0.2469,0.7350,4.8938,4.4717,4.1045,4.3214
18.940,-2.6119,-1.9930,-0.6206,-0.1789,4.1247,3.0344,5.0931,3.7201
18.944,-2.7446,-3.5851,-2.6442,-2.2579,1.8877,2.2143,3.2861,2.1172
18.948,-3.8228,-2.3172,-2.2475,-0.0338,1.9791,2.5495,1.0058,0.1690
18.952,-4.3646,-1.7682,-3.4260,-3.6189,-0.3863,0.5319,0.1292,1.3528
18.956,-4.5173,-3.5492,-3.5769,-3.8033,0.6269,0.3193,-0.4083,-0.5893
18.960,-4.6595,-4.1904,-2.8940,-3.3815,-0.2618,-0.8273,-1.8286,-2.6664
18.964,-5.1623,-4.1475,-4.3572,-2.9641,-3.1286,-1.3193,-3.3740,-1.6406
18.968,-4.5853,-5.4115,-3.0437,-3.4553,-4.3163,-1.3922,-3.8299,-4.0983
18.972,-4.7754,-4.1910,-5.0025,-3.5291,-2.6420,-3.2677,-4.6571,-3.9023
18.976,-5.7362,-5.9898,-2.7725,-3.3442,-4.3315,-3.6925,-4.0468,-3.3376
18.980,-5.0122,-4.3532,-4.4591,-3.5843,-3.1185,-3.6343,-3.4784,-3.0848
18.984,-3.1957,-5.4048,-2.4190,-4.2729,-2.9278,-3.0443,-2.9087,-3.9017
18.988,-4.3365,-4.5455,-1.2386,-1.7419,-2.8463,-0.6388,-2.5456,-2.3595
18.992,-1.0794,-1.6680,0.3475,-1.0583,-1.6600,-0.3789,-1.4991,-1.3029
18.996,-0.5716,0.4495,1.2144,2.1050,-0.2672,2.0666,-0.1820,2.0193
19.000,-0.3327,0.9286,3.4441,3.7661,4.3278,4.6046,1.9255,2.7864
19.004,2.0289,2.2423,2.4242,3.8795,4.1713,6.7564,4.2933,3.1873
19.008,3.9815,3.7861,4.8245,5.6272,8.2783,7.1708,6.3515,5.8114
19.012,3.5597,4.7012,6.8222,4.7990,7.4176,8.4942,7.3641,7.5557
19.016,5.5982,3.2279,6.4523,7.8558,8.6752,9.8716,8.1546,8.2661
19.020,6.2319,6.0521,7.0127,8.4225,9.0096,10.0721,9.3296,8.8744
19.024,4.4634,5.6464,7.2450,8.7999,9.2791,8.5893,10.0739,8.5854
19.028,5.5321,6.1280,8.4447,8.0057,9.3309,8.3304,9.5306,7.9863
19.032,6.3365,5.9067,7.8708,8.6958,7.8348,7.3924,8.5690,7.0194
19.036,7.2070,7.7291,8.6316,6.8681,8.1573,5.3762,6.3297,7.4119
19.040,8.0103,7.3120,6.6471,9.4314,6.3937,6.3129,7.8808,5.5170
19.044,4.4546,4.9706,6.8630,7.5274,5.8451,5.2909,5.1162,6.1512
19.048,4.3692,7.0765,7.6475,7.7846,4.5519,5.0548,5.0456,4.4867
19.052,5.0184,4.7702,6.6967,7.0379,4.6952,4.7086,4.9860,4.7778
19.056,3.1999,4.4663,6.2653,7.7127,4.4577,4.3694,2.6663,2.8094
19.060,3.6071,4.5676,6.7017,5.8606,3.2035,2.6245,2.7116,0.7117
19.064,3.8659,3.9926,5.2818,5.9764,1.5993,2.2531,0.2276,0.0706
19.068,3.2472,1.4940,4.2671,2.8010,1.4517,0.5550,-0.6576,-2.5753
19.072,-0.4094,1.0328,1.9502,0.7473,-1.2367,-1.6772,-0.7823,-2.5456
19.076,-0.9759,0.6680,1.7795,1.5842,-2.3938,-2.2697,-2.1275,-2.7425
19.080,-0.5899,-0.7094,0.0093,0.1704,-3.2995,-3.9990,-2.3482,-1.8091
19.084,-1.7266,-0.4272,-1.8872,0.1723,-4.6761,-2.6794,-2.2271,-2.9843
19.088,-2.7713,-1.5817,-0.8493,0.0828,-2.2583,-2.7829,-2.8641,-0.6859
19.092,-2.7507,-1.9131,-1.2265,0.3469,-1.6614,-2.3555,-0.7061,-1.4903
19.096,-2.7707,-1.1767,0.2608,-0.1152,0.0130,-0.2337,0.0605,-0.4894
19.100,-1.5904,-1.0649,0.0122,-0.8813,2.2497,3.3930,3.1531,0.0333
19.104,-3.1161,-1.4182,-0.5873,0.3874,4.2395,4.2652,1.5901,2.4931
19.108,-1.5573,-0.8181,0.8074,-0.5897,5.6790,4.5217,5.0067,4.0750
19.112,-2.8432,-1.7778,0.3082,-0.9509,4.9632,4.5387,3.6387,5.0448
19.116,-1.9278,-2.1754,-1.3358,-0.7666,6.0122,5.6034,3.9397,4.8454
19.120,-3.7548,-1.4226,-1.7376,-1.8563,5.3139,5.0138,3.8367,4.1302
19.124,-3.0125,-3.0452,-2.3126,-1.5880,5.4774,3.6657,6.2354,4.5781
19.128,-2.6419,-2.6179,-2.3403,-0.3686,4.7028,3.6936,3.1624,2.1334
19.132,-3.1030,-3.2728,-1.6918,-1.3513,2.5602,3.3424,2.2678,4.2686
19.136,-3.0041,-2.7615,-1.0353,-0.7798,3.0627,1.5252,3.0439,2.1177
19.140,-3.8389,-3.6372,-2.3018,-2.8087,1.8737,3.0355,1.2501,1.8921
19.144,-4.3315,-2.9814,-1.0586,-0.4282,1.2918,1.4391,1.0419,2.7099
19.148,-3.6347,-3.1785,-1.5593,-0.0776,0.7714,1.5013,1.3591,1.0470
19.152,-0.9751,-2.0110,-1.8257,0.4812,1.6549,0.6648,0.3889,0.7746
19.156,-2.0291,-0.1173,-0.1476,0.6211,-0.0155,-0.3735,-0.0511,-2.2231
19.160,-0.5137,-1.3528,0.4358,0.7255,0.8254,0.2582,1.3429,-0.7175
19.164,-0.8400,-1.0658,-0.0434,1.2665,-0.9384,0.4991,-0.2545,-3.1944
19.168,-2.1788,0.6066,1.9444,1.2979,-3.2799,-0.5039,-1.6714,-3.0825
19.172,0.7102,-2.1908,1.6180,-0.1163,-2.6502,-1.3738,-1.7346,-3.8118
19.176,-0.8415,1.6490,2.3822,1.0165,-1.8721,-2.6173,-2.3875,-3.4894
19.180,0.1925,1.4379,2.0669,2.5390,-3.2194,-2.4485,-2.9910,-1.8452
19.184,0.8647,3.2561,2.3535,2.6288,-2.3735,-1.2356,-2.1221,-0.6871
19.188,2.8891,2.2890,4.0097,4.4972,-1.4675,-1.1585,-1.2325,-1.5429
19.192,4.9692,4.3792,4.6428,4.8136,1.1832,1.4279,-0.4621,0.2188
19.196,3.9577,5.2620,6.3761,6.5672,2.9582,3.3834,1.9084,0.9050
19.200,4.9475,5.3804,6.8317,6.8369,4.4735,4.5041,3.8419,3.9562
19.204,6.2077,6.4276,5.6826,7.4178,6.7424,7.3698,5.8543,3.5252
19.208,7.9777,7.3124,8.3598,8.4652,6.9379,8.4735,8.2030,5.5858
19.212,6.7999,8.2752,9.8807,9.2634,8.5547,8.9730,7.9054,7.8950
19.216,7.1161,8.3751,9.1346,7.2093,9.2204,9.2469,7.8119,7.5158
19.220,6.3680,6.6198,6.8409,8.8230,6.5711,10.6233,8.8259,7.1605
19.224,5.3703,5.9232,8.7457,8.2340,8.9145,6.9249,7.8132,9.2960
19.228,3.8298,6.5551,6.4233,6.7535,8.3100,7.5651,8.2917,6.9584
19.232,3.7431,5.8850,6.2239,6.0899,6.5109,8.4323,6.5054,4.5169
19.236,2.2000,3.6248,4.9726,6.1665,5.3526,5.2600,5.6556,4.8790
19.240,1.9881,3.2505,3.9264,5.3439,4.3825,3.9618,6.4008,2.9422
19.244,2.3182,0.2535,2.5862,4.1896,4.6610,2.5942,4.1371,3.3586
19.248,1.1241,1.6002,1.3493,2.2114,3.2749,2.6779,2.9587,1.9355
19.252,0.4447,1.5681,1.6541,2.7880,1.9621,1.7424,1.1813,0.9180
19.256,-1.0820,0.2560,0.3461,0.5134,0.4570,0.9162,-0.3660,-1.2143
19.260,-1.0906,-1.7135,1.7968,0.9593,-0.1529,-0.5766,-1.9323,-2.8867
19.264,-1.7825,-3.7054,-0.0199,-1.4788,-1.2413,0.2516,-3.7602,-3.5124
19.268,-4.0435,-3.7109,-1.8386,-2.2523,-3.5155,-2.0471,-4.2737,-4.4110
